Issue ID,Issue Title,Description,Issue URL,Project,Status,Priority,Component,Version,Created,wcag_sc,ai_wcag,acr_note,dev_note
2921627,Drupal should not use full CSS required marker in forms according to WCAG 2.0,Drupal should not use full CSS required marker in forms according to WCAG 2.0,https://www.drupal.org/project/drupal/issues/2921627,drupal,Needs work,Major,forms system,11.x-dev,8 years 1 month,1.1.1,1.1.1,Users with visual impairments may experience difficulty in recognizing the required status of form fields when the full CSS required marker is applied. This can lead to confusion regarding data input and potential errors.,"The issue describes the use of CSS visually indicating required form fields. While visual cues can be helpful, relying solely on CSS for required field identification is not accessible. Drupal’s core utilizes CSS to control appearance, which can be highly variable across browsers and devices."
2864791,Implement new Success Criteria from WCAG 2.1,Implement new Success Criteria from WCAG 2.1,https://www.drupal.org/project/ideas/issues/2864791,drupal,Postponed (maintainer needs more info),Major,markup,11.x-dev,8 years 8 months,General,General,"Users may encounter accessibility barriers if the website’s design and functionality do not align with the requirements of WCAG 2.1 Success Criteria. The issue description lacks specifics regarding *which* Success Criteria are being implemented, making it impossible to determine the exact impact on users with disabilities.","This issue requires a detailed understanding of the specific WCAG 2.1 Success Criteria being implemented. However, the initial response focuses on the principle of aligning the design with WCAG 2.1 Level AA requirements."
3413207,META: Provide better support for color and contrast media queries,META: Provide better support for color and contrast media queries,https://www.drupal.org/project/drupal/issues/3413207,drupal,Active,Normal,CSS,11.x-dev,1 year 11 months,General,General,"Users with low vision may experience difficulty perceiving text due to insufficient color contrast ratios across different screen media (e.g., light vs. dark modes, varying ambient lighting). This impacts usability and potentially violates WCAG success criteria regarding color contrast.",This issue highlights the need for robust support for color and contrast media queries within the design and development process. The primary focus should be on leveraging semantic HTML and well-structured CSS to achieve appropriate color contrast ratios. Specifically:
2852874,Required file fields are not programmatically identified for assistive technology.,Required file fields are not programmatically identified for assistive technology.,https://www.drupal.org/project/drupal/issues/2852874,drupal,Active,Normal,file.module,11.x-dev,8 years 10 months,General,General,"Users relying on screen readers may be unable to determine which file fields are required, potentially leading to errors when submitting forms. This impacts the ability to complete tasks and access information.","This issue suggests a lack of proper semantic identification of required file fields within the form. The primary solution is to use appropriate HTML5 semantic elements to convey this information. Specifically, use `<input type=""file"" required>` for each file field. The `required` attribute inherently communicates the requirement to assistive technologies.  Ensure the label associated with the input is correctly associated with the input element using the `for` attribute, linking the label to the input’s ID.  Avoid using ARIA attributes (e.g., `aria-required=""true""`) to indicate required fields; this contradicts native HTML semantics and can cause confusion for screen readers. If the form layout relies on complex styling to visually indicate required fields, ensure sufficient color contrast and focus indicators are provided, and consider alternative, text-based cues.  Test with multiple screen readers to confirm proper interpretation."
2928103,"[policy, no patch] Use ""prefers-reduced-motion"" media query to disable animations","[policy, no patch] Use ""prefers-reduced-motion"" media query to disable animations",https://www.drupal.org/project/drupal/issues/2928103,drupal,Active,Normal,CSS,11.x-dev,8 years 2 weeks,2.2.2,2.2.2,"Users who prefer reduced motion may find animations distracting or disorienting, potentially leading to cognitive fatigue. The implementation of the “prefers-reduced-motion” media query addresses this user preference.","This issue correctly identifies the need to respect the user’s preference for reduced motion. The recommended solution is to use the `prefers-reduced-motion` media query in CSS. This query allows the browser to determine if the user has indicated a preference for reduced motion.  If the user has enabled reduced motion, disable animations."
1323338,[meta] Conform to WCAG Success Criterion 3.1.2: Language of Parts,[meta] Conform to WCAG Success Criterion 3.1.2: Language of Parts,https://www.drupal.org/project/drupal/issues/1323338,drupal,Active,Normal,language system,11.x-dev,14 years 1 month,General,General,"Users may experience difficulty understanding content if the language associated with different parts of a webpage is not clearly indicated. This violates WCAG 3.1.2, leading to potential confusion and a reduced user experience for those who rely on language cues to interpret the page’s structure.","This issue highlights the need to explicitly associate the language of different page elements.  The primary solution is to utilize semantic HTML to structure content logically. For example, if a heading describes a section, ensure the heading and the section itself are correctly associated."
3362791,Untranslated translatable fields on translations of nodes are not marked for Language of Parts,Untranslated translatable fields on translations of nodes are not marked for Language of Parts,https://www.drupal.org/project/drupal/issues/3362791,drupal,Active,Normal,language system,11.x-dev,2 years 6 months,3.1.2,3.1.2,Users may experience difficulty understanding content when translations of nodes do not correctly indicate which fields are translatable and associated with a specific language. This can lead to a reduced understanding of the node's content and potential confusion for users navigating multilingual content.,"This issue indicates a problem with correctly associating translated fields with the ""Language of Parts"" (LOP) attribute. LOP is crucial for screen readers to accurately interpret the structure and meaning of a translated node."
3361370,Untranslatable fields on translations of nodes are not marked for Language of Parts,Untranslatable fields on translations of nodes are not marked for Language of Parts,https://www.drupal.org/project/drupal/issues/3361370,drupal,Active,Normal,language system,11.x-dev,2 years 7 months,3.1.2,3.1.2,"Users attempting to translate content within the application may encounter inconsistencies due to untranslated fields remaining in the source language. This creates a barrier to full content comprehension and localization, potentially excluding users who prefer content in their native language.","This issue indicates a potential problem with how the translation workflow is handling untranslated fields within node translations. The current system seems to be failing to correctly mark these fields for “Language of Parts” (LOP), which is a crucial element for proper localization and accessibility."
3361375,Untranslated field labels on translations of nodes are not marked for Language of Parts,Untranslated field labels on translations of nodes are not marked for Language of Parts,https://www.drupal.org/project/drupal/issues/3361375,drupal,Active,Normal,language system,11.x-dev,2 years 7 months,3.1.2,3.1.2,Users relying on screen readers may experience confusion and difficulty understanding the purpose of form fields when translations of nodes lack proper indication of “Language of Parts” for field labels. This impacts the user’s ability to correctly interact with the form and complete tasks.,"This issue relates to correctly marking field labels within translated nodes to indicate their intended language. The core problem is a lack of proper metadata associated with translated labels, preventing screen readers from understanding their original language and therefore their function."
2805197,Provide screen-reader feedback when Views UI filterable options are updated,Provide screen-reader feedback when Views UI filterable options are updated,https://www.drupal.org/project/drupal/issues/2805197,drupal,Needs work,Normal,views_ui.module,11.x-dev,9 years 2 months,General,General,"Users who rely on screen readers may miss updates to Views UI filterable options. This creates a barrier to understanding the current state of the filtered content, potentially leading to inaccurate decisions or a frustrated user experience.","This issue highlights the need for screen reader announcements when Views UI filterable options are modified. The primary solution should be to leverage native HTML change announcements. Specifically, if a `<select>` element's `options` change, the browser will typically announce this change to screen readers. However, if this native announcement is insufficient (e.g., lack of context), implement ARIA attributes to supplement it."
2034915,[meta] Track progress in WCAG 2.0 conformance,[meta] Track progress in WCAG 2.0 conformance,https://www.drupal.org/project/drupal/issues/2034915,drupal,Active,Normal,other,11.x-dev,12 years 5 months,General,General,"The issue description lacks specific details regarding accessibility barriers. Simply stating “track progress in WCAG 2.0 conformance” does not identify a concrete problem. Without further information about the website or application, it's impossible to determine if any accessibility barriers exist or how to address them.","This issue description requires clarification. To address accessibility conformance to WCAG 2.0, the development team needs to investigate the specific functionality and content of the website or application.  Initially, ensure the site utilizes a semantic HTML structure – using proper headings, lists, and landmarks to define the page’s content and navigation.  For example, using `<nav>` for navigation, `<main>` for the primary content, and `<aside>` for related content.  Next, evaluate if native HTML elements adequately support the required functionality. If not, utilize ARIA attributes *sparingly* and appropriately, following WAI-ARIA guidelines (https://www.w3.org/TR/wai-aria-1.2/).  Prioritize solutions that provide equivalent user experience for all users, including those with disabilities.  For example, if a complex control is not accessible through standard HTML, use ARIA roles and states to provide similar functionality, but only after exploring alternative approaches with semantic HTML.  Remember to thoroughly test with assistive technologies such as screen readers."
3230231,image field alt help/description should distinguish between decorative & meaningful images,image field alt help/description should distinguish between decorative & meaningful images,https://www.drupal.org/project/drupal/issues/3230231,drupal,Active,Normal,image system,11.x-dev,4 years 3 months,1.1.1,1.1.1,"Users relying on screen readers may experience difficulty distinguishing between images intended for informational content and purely decorative images. This can lead to redundant auditory descriptions of decorative images, increasing cognitive load and reducing the efficiency of screen reader navigation.","The issue highlights a critical need for clear alt text differentiation.  The core principle is to use semantic HTML appropriately. First, ensure images intended for informational content have descriptive alt text that accurately conveys the image’s purpose. For purely decorative images, use an empty alt attribute ( `alt=""""` ). This signals to screen readers that the image is not content and should be skipped."
3304479,Improve accessibility of layout preview icons,Improve accessibility of layout preview icons,https://www.drupal.org/project/drupal/issues/3304479,drupal,Active,Normal,other,11.x-dev,3 years 4 months,1.1.1,1.1.1,Users with disabilities who rely on screen readers may experience difficulty understanding or interacting with layout preview icons if they lack sufficient alternative text or are not programmatically exposed to assistive technology. This can impede the user's ability to effectively visualize and navigate the intended layout.,"The issue description, ""Improve accessibility of layout preview icons,"" is too vague to provide specific guidance. We need to understand *which* icons are problematic and *how* they’re implemented. Assuming these icons are visual representations of layout states (e.g., mobile, desktop), the primary focus should be on providing clear, descriptive alternative text for each icon."
3087535,"In WYSIWYG embed modal for existing images, the alt text field should have a default value instead of placeholder text","In WYSIWYG embed modal for existing images, the alt text field should have a default value instead of placeholder text",https://www.drupal.org/project/drupal/issues/3087535,drupal,Needs work,Major,media system,11.x-dev,6 years 2 months,1.1.1,1.1.1,"Users relying on screen readers may find the placeholder text in the alt text field of the WYSIWYG embed modal for existing images confusing and misleading. The lack of a default value prevents users from immediately understanding the image's content, potentially hindering navigation and comprehension.","The issue describes a usability concern regarding the alt text field within the WYSIWYG embed modal. The current placeholder text offers no guidance for users and can be misinterpreted as actual content. The best approach is to provide a default value.  Specifically, consider setting the initial value of the `alt` attribute to ""Image"" or “[Image Description]” – a brief, informative placeholder that clearly indicates the field’s purpose.  This leverages semantic HTML by ensuring the `alt` attribute is always populated.  Do *not* use ARIA attributes to simulate a default value. This introduces unnecessary complexity and can negatively impact screen reader behavior.  Prioritize ensuring the `alt` attribute is populated in the HTML.  If the WYSIWYG editor automatically adds a description, this should be reflected in the HTML `alt` attribute."
3272325,Password suggestions are hidden from screenreaders,Password suggestions are hidden from screenreaders,https://www.drupal.org/project/drupal/issues/3272325,drupal,Needs work,Normal,user system,11.x-dev,3 years 8 months,1.1.1,1.1.1,"Users who rely on screen readers may be unable to access password suggestions provided within the application. This prevents users from receiving assistance with creating strong passwords, potentially impacting security and usability for these individuals.",
2960415,Media alt text not available in Views,Media alt text not available in Views,https://www.drupal.org/project/drupal/issues/2960415,drupal,Active,Normal,media system,11.x-dev,7 years 8 months,1.1.1,1.1.1,"Users relying on screen readers may be unable to access alternative text descriptions for media content displayed within the Views interface. This prevents users from understanding the content and purpose of the media, creating a barrier to information access.","The issue description indicates a missing alt text attribute on media elements within the Views interface. This violates WCAG 2.2.1 Level A - Non-text Content.  The primary solution is to ensure that all media elements (images, videos, audio) within the Views component have appropriate, descriptive alt text."
2770835,Add support for tables with two headers in views table display,Add support for tables with two headers in views table display,https://www.drupal.org/project/drupal/issues/2770835,drupal,Needs work,Normal,views.module,11.x-dev,9 years 5 months,1.1.1,1.1.1,"Users relying on screen readers may experience difficulty interpreting tables with two headers in the views table display, potentially leading to confusion regarding the table’s structure and data relationships. The current design does not adequately support users with disabilities in understanding the table’s content.",The issue describes a potential challenge in presenting tables with dual headers within a views table display. The primary goal is to ensure screen reader users can correctly interpret the table’s structure.
3444209,[Regression] Password recommendations are not being announced to screenreader users,[Regression] Password recommendations are not being announced to screenreader users,https://www.drupal.org/project/drupal/issues/3444209,drupal,Active,Normal,user system,11.x-dev,1 year 7 months,1.1.1,1.1.1,"Screenreader users are unable to receive audible guidance regarding password recommendations, potentially hindering their ability to create strong, secure passwords. This represents a barrier to accessibility for users who rely on screen readers for information.","This issue likely stems from a lack of appropriate announcement of the password recommendations within the UI. The first step is to ensure that the recommendation text itself uses semantic HTML. Specifically, if the recommendation is presented within a `<p>` or `<span>` element, it should have the `aria-live` attribute set correctly."
2986117,Find a way to differentiate different media types in the administrative media library grid view,Find a way to differentiate different media types in the administrative media library grid view,https://www.drupal.org/project/drupal/issues/2986117,drupal,Active,Normal,media system,11.x-dev,7 years 5 months,1.1.1,1.1.1,"Users relying on screen readers may struggle to easily identify and differentiate media types within the administrative media library grid view. The lack of clear visual or programmatic distinction impacts the ability to understand the content and purpose of each media item, potentially leading to confusion and inefficient workflow.","To address this, prioritize using semantic HTML to structure the grid view. Consider utilizing a `<th>` element within the grid header for each media type (e.g., ""Image,"" ""Video,"" ""Audio"").  This provides a clear semantic structure accessible to screen readers.  If native HTML does not sufficiently convey the media type, use ARIA attributes judiciously. Specifically, apply `aria-label` to the header cells, providing a concise description of the media type (e.g., `aria-label=""Image""`). Ensure sufficient color contrast between text and background for all media type labels, adhering to WCAG 1.4.1.  Avoid using complex or overly descriptive ARIA roles; the goal is to enhance, not replace, semantic HTML.  Implement responsive design with relative units (%, em, rem) to accommodate various screen sizes.  Test thoroughly with screen readers like NVDA and VoiceOver."
2780293,Add GUI to configure the site's logo alt attribute,Add GUI to configure the site's logo alt attribute,https://www.drupal.org/project/drupal/issues/2780293,drupal,Needs work,Normal,theme system,11.x-dev,9 years 4 months,1.1.1,1.1.1,Users relying on screen reader technology may be unable to easily update the alternative text for the website's logo if the current process is not accessible. This lack of control impacts users with visual impairments who rely on alt text to understand the purpose and content of the image.,"The issue describes a need for a GUI to manage the logo’s alt attribute. This is a reasonable request. The first step is to ensure the logo is implemented with appropriate semantic HTML.  The `<img`> element should have the `alt` attribute populated with descriptive text.  The GUI should *not* attempt to modify the `alt` attribute directly on the `<img`> element. Instead, the GUI should provide a form to edit this text.  After editing, the GUI must trigger an update to the `alt` attribute of the image tag."
3275397,Olivero: messages icons accessibility,Olivero: messages icons accessibility,https://www.drupal.org/project/drupal/issues/3275397,drupal,Active,Normal,Olivero theme,11.x-dev,3 years 8 months,1.1.1,1.1.1,Users may be unable to determine the meaning or function of icons within messages due to a lack of associated alternative text or other semantic information. This prevents screen reader users from understanding the message content and potentially missing important information.,"The issue description is extremely vague. To address this, the developer needs to investigate the specific implementation of the ""messages icons"" within the Olivero application.  The primary focus should be on ensuring each icon is properly associated with its corresponding message."
3050928,Allow content authors to define location for long description in CKEditor image plugin,Allow content authors to define location for long description in CKEditor image plugin,https://www.drupal.org/project/drupal/issues/3050928,drupal,Active,Normal,editor.module,11.x-dev,6 years 7 months,1.1.1,1.1.1,"Users relying on screen readers may encounter difficulty understanding the context of image descriptions if the location of the description within the content is not clearly indicated. This can lead to confusion and a reduced ability to understand the associated image content, impacting comprehension and usability for users with disabilities.","This issue addresses the need for content authors to provide a clear visual indication of where the long description for an image is located within the page’s layout. Currently, the CKEditor image plugin likely relies solely on the visual positioning of the long description, which is inaccessible to screen reader users."
3056714,Provide a FieldType and FieldWidget to represent a WebVTT file for the HTML track element,Provide a FieldType and FieldWidget to represent a WebVTT file for the HTML track element,https://www.drupal.org/project/drupal/issues/3056714,drupal,Needs work,Normal,file system,11.x-dev,6 years 7 months,1.2.2,1.2.2,"Users relying on screen reader technology may encounter difficulty accessing and interacting with audio tracks associated with WebVTT files embedded within HTML. The absence of explicit field type and widget definitions for WebVTT files hinders screen reader announcements and navigation, potentially creating a barrier to content comprehension and interaction.","This issue addresses the need for a structured way to represent and interact with WebVTT files within an HTML track element. The primary solution should leverage semantic HTML. Specifically, consider using `<audio>` elements with the `track` attribute to embed the WebVTT file. The `track` element is designed to handle different audio languages and subtitles.  Ensure the `<audio>` element has appropriate controls (play, pause, volume) and labels that are accessible via ARIA if needed to clarify the function of the audio track. Do not introduce custom field types or widgets. If the standard `<audio>` element’s capabilities are insufficient to clearly represent the WebVTT content, use ARIA attributes judiciously, focusing on providing a clear description of the track's role and content for screen readers.  Refer to WAI-ARIA 1.2 for best practices.  Prioritize the native `<audio>` element and its associated `track` element; ARIA should only augment, not replace, semantic HTML."
3057144,Update audio and video file field formatters to include track elements,Update audio and video file field formatters to include track elements,https://www.drupal.org/project/drupal/issues/3057144,drupal,Needs work,Normal,file system,11.x-dev,6 years 6 months,1.2.2,1.2.2,Users may be unable to properly select or manage audio and video tracks if the file field formatters do not expose track information as selectable elements. This limits the user's ability to customize their playback experience and could lead to a degraded user experience for individuals with disabilities who rely on specific track selections for accessibility.,The issue describes a need to ensure that audio and video file field formatters correctly expose track elements for selection. This aligns with WCAG 2.2 guidelines regarding media accessibility. The primary focus should be on leveraging semantic HTML.
3002770,Provide authors with tools to manage transcripts and captions/subtitles for local video and audio,Provide authors with tools to manage transcripts and captions/subtitles for local video and audio,https://www.drupal.org/project/drupal/issues/3002770,drupal,Active,Major,media system,11.x-dev,7 years 2 months,1.2.2,1.2.2,Users with disabilities who rely on captions and transcripts for video and audio content may experience difficulty accessing and understanding the content if authors lack tools to manage these elements effectively. This creates a barrier to full participation and comprehension.,"This issue centers on author workflow support for providing accessible captions and transcripts. The immediate technical focus should be on providing a structured interface within the authoring tool where authors can easily create, edit, and manage transcript and caption files."
2951714,radio buttons and checkboxes should be grouped by fieldsets,radio buttons and checkboxes should be grouped by fieldsets,https://www.drupal.org/project/drupal/issues/2951714,drupal,Postponed (maintainer needs more info),Normal,forms system,11.x-dev,7 years 9 months,1.3.1,1.3.1,"Users with disabilities, particularly those utilizing screen readers, may experience difficulty understanding the relationships between related radio buttons and checkboxes when they are not visually grouped within a fieldset. This can lead to confusion about the intended selection options and impact usability.","The reported issue addresses a common accessibility concern related to the grouping of related controls. The recommended solution is to use fieldsets to logically group radio buttons and checkboxes that relate to a single question or choice. This leverages the inherent semantic meaning of fieldsets, which provides screen readers with a clear indication of a section's purpose."
2951317,"Radios element missing ""required"" attribute","Radios element missing ""required"" attribute",https://www.drupal.org/project/drupal/issues/2951317,drupal,Needs review,Normal,render system,11.x-dev,7 years 9 months,1.3.1,1.3.1,"Users relying on screen readers may not be alerted that a radio button group is required, potentially leading to incomplete or incorrect form submissions. This impacts the ability to ensure data integrity and fulfills WCAG 2.2 requirements for form validation.","The issue describes a missing `required` attribute on radio buttons. While the `required` attribute *can* be used to indicate a required field, it’s not the most accessible approach. The primary way to ensure a form element is required is to leverage semantic HTML structure and appropriate ARIA roles."
3291356,Olivero theme should place comment titles above authoring info in comment.html.twig in order to enhance screenreader experience,Olivero theme should place comment titles above authoring info in comment.html.twig in order to enhance screenreader experience,https://www.drupal.org/project/drupal/issues/3291356,drupal,Needs work,Normal,Olivero theme,11.x-dev,3 years 6 months,1.3.1,1.3.1,Users relying on screen readers may experience difficulty understanding the hierarchy of information within the comment section due to the current layout of authoring information appearing above the comment title. This impacts the user’s ability to quickly identify the context of the comment.,"The issue relates to the presentation of comment information, specifically the order of the title and authoring details within the `comment.html.twig` file. To address this, the developer should refactor the HTML structure to ensure the comment title is visually and programmatically presented *before* the authoring information."
1383696,Allow a custom HTML element to be selected for a grouping field,Allow a custom HTML element to be selected for a grouping field,https://www.drupal.org/project/drupal/issues/1383696,drupal,Needs work,Normal,views_ui.module,11.x-dev,13 years 12 months,1.3.1,1.3.1,"Users may encounter difficulty understanding and interacting with a grouping field that accepts a custom HTML element if the interaction isn't clearly conveyed to assistive technology users. The lack of a standard, accessible control type creates an ambiguity for screen reader users, potentially hindering their ability to navigate and utilize the grouping function effectively.",This issue presents a challenge in creating a truly accessible experience when a custom HTML element is used within a grouping field. The primary focus should be on leveraging semantic HTML to achieve the desired grouping functionality.
2937640,Umami theme ignores placeholders and HTML replaced elements when checking for empty regions,Umami theme ignores placeholders and HTML replaced elements when checking for empty regions,https://www.drupal.org/project/drupal/issues/2937640,drupal,Needs work,Major,Umami demo,11.x-dev,7 years 11 months,1.3.1,1.3.1,"Users relying on screen readers may experience inaccurate detection of empty regions within the Umami theme due to the theme’s handling of placeholders and replaced elements. This could lead to unintended focus shifts or incorrect announcements regarding the availability of interactive elements, potentially hindering navigation and content access.","This issue indicates a potential problem with the theme’s empty region detection logic. The core accessibility issue is that the theme’s mechanism for identifying empty regions isn't correctly handling placeholders and replaced elements, which are common techniques for creating dynamic and responsive user interfaces."
3080100,Assess accessibility of Claro in High Contrast AKA forced colors mode,Assess accessibility of Claro in High Contrast AKA forced colors mode,https://www.drupal.org/project/drupal/issues/3080100,drupal,Needs work,Normal,Claro theme,11.x-dev,6 years 3 months,1.3.1,1.3.1,"Users relying on Claro’s High Contrast mode may experience reduced readability and usability due to potentially misaligned or conflicting color combinations. The forced color palette may negatively impact the ability to distinguish content, especially for users with low vision or color blindness.","To address this issue, prioritize a semantic HTML structure. Verify that all content is properly structured with headings (<h1>-<h6>), lists (<ul>, <ol>, <dl>), and tables (<table, <tr>, <td>) to ensure proper screen reader interpretation. Next, thoroughly test Claro’s High Contrast mode to identify specific instances where color combinations cause readability issues. If native HTML elements are insufficient to provide sufficient contrast, implement ARIA attributes to appropriately convey the semantic meaning and purpose of the content. Specifically, use `aria-label` for images and custom controls and ensure proper role assignments. Evaluate the CSS architecture to confirm that color styling is correctly layered and doesn’t inadvertently conflict with the high contrast settings. Consider using relative units (em, rem, %) for sizing and spacing to maintain flexibility across different screen sizes and contrast levels. Validate the solution using automated accessibility testing tools (e.g., Axe, Lighthouse) and manual testing with screen readers and users with visual impairments.  Refer to WAI-ARIA 1.2 for best practices on ARIA implementation."
3167032,[Meta] Track CSS forced-color standardization and browser support,[Meta] Track CSS forced-color standardization and browser support,https://www.drupal.org/project/drupal/issues/3167032,drupal,Active,Normal,CSS,11.x-dev,5 years 3 months,1.3.1,1.3.1,"Users with low vision or color blindness may experience difficulty perceiving content if the website relies heavily on forced color schemes. Without adequate support for alternative presentation methods, these users may be unable to access or understand the content effectively.","This issue is tracking the ongoing development of CSS forced-color standardization and browser support. Currently, forced color schemes are not widely supported and can pose accessibility challenges. The primary focus should be on ensuring content is accessible through standard, accessible design patterns. Developers should prioritize: 1) Using semantic HTML elements to structure content and convey meaning. 2) Employing ARIA attributes *only* when native HTML semantics are insufficient to meet accessibility requirements.  Specifically, avoid relying on forced color schemes.  Instead, provide users with controls to adjust the color palette or offer alternative text-based descriptions of colors.  Consider offering high-contrast themes as a standard design choice, allowing users to customize the presentation of the content. Reference WCAG 1.4.8 Contrast Requirements for Users with Disabilities. For color adjustments, a flexible, user-controlled system is preferable to hardcoded color specifications."
3296224,Issues for Mac VoiceOver screenreader users when deleting characters in the comment subject field and using Safari,Issues for Mac VoiceOver screenreader users when deleting characters in the comment subject field and using Safari,https://www.drupal.org/project/drupal/issues/3296224,drupal,Active,Normal,comment.module,11.x-dev,3 years 5 months,1.3.1,1.3.1,Mac VoiceOver screenreader users report difficulties deleting characters in the comment subject field within Safari. This impacts the ability to correctly input text and potentially prevents users from submitting comments. The specific nature of the issue requires further investigation to determine the root cause.,"This issue likely stems from the interaction between Safari’s VoiceOver, the comment subject field’s input type, and the underlying event handling. The primary focus should be on ensuring correct focus management and keyboard interaction."
3062136,Create a details/summary FieldFormatter plugin for text fields.,Create a details/summary FieldFormatter plugin for text fields.,https://www.drupal.org/project/drupal/issues/3062136,drupal,Needs work,Major,text.module,11.x-dev,6 years 6 months,1.3.1,1.3.1,"Users with disabilities who rely on assistive technology, such as screen readers, may encounter difficulty accessing and interacting with text fields if a suitable FieldFormatter plugin is not implemented. This creates a barrier to accessing and utilizing information within the application.","The request for a “details/summary FieldFormatter plugin” suggests a need to display supplemental information alongside text fields.  The primary focus should be on utilizing semantic HTML to achieve this.  If simple formatting is required (e.g., appending a short description), consider using the `<figcaption>` element within a `<figure>` element to associate text with an image or descriptive element. If more complex formatting or dynamic updates are needed, explore using `<abbr>` with associated text for abbreviation expansion or a `<small>` element for supplementary information.  Avoid using ARIA attributes to mimic native HTML elements. If native solutions are insufficient, implement ARIA roles like `role=""presentation""` for purely visual elements and `role=""alert""` cautiously for critical, non-decorative information.  Ensure sufficient color contrast between text and background for readability. Implement focus management to ensure keyboard users can easily navigate and access the displayed details.  Prioritize keyboard accessibility throughout."
3127469,Form element error state not visible on Windows high contrast,Form element error state not visible on Windows high contrast,https://www.drupal.org/project/drupal/issues/3127469,drupal,Needs work,Normal,Claro theme,11.x-dev,5 years 8 months,1.3.1,1.3.1,"Users with Windows high contrast settings may experience difficulty in identifying the error state of form elements, potentially leading to incorrect data entry and frustration. The visual contrast between the element and its error state is insufficient for users relying on visual cues for accessibility.",This issue highlights a potential contrast problem between form elements and their associated error states when Windows High Contrast mode is enabled. The primary solution involves ensuring sufficient color contrast between the element’s normal state and its error state.
3283883,Fieldset should not create title element when title is empty,Fieldset should not create title element when title is empty,https://www.drupal.org/project/drupal/issues/3283883,drupal,Needs work,Minor,forms system,11.x-dev,3 years 6 months,1.3.1,1.3.1,"Users relying on screen readers may encounter an unnecessary title element when a fieldset has an empty title attribute. This can cause confusion, increased cognitive load, and a degraded user experience.",This issue relates to the default behavior of some HTML editors or frameworks when a `<fieldset>` element’s `title` attribute is empty.  The expected behavior according to WCAG 2.2 is that a title element should not be automatically generated.
3037726,Convey successful outcome of add-block operation via assitive tech,Convey successful outcome of add-block operation via assitive tech,https://www.drupal.org/project/drupal/issues/3037726,drupal,Active,Normal,layout_builder.module,11.x-dev,6 years 9 months,1.3.1,1.3.1,Users relying on screen readers may not be informed when an add-block operation is successfully completed. This lack of feedback prevents users from confirming the operation’s success and potentially causing confusion or frustration if the operation fails without notification.,"The issue describes a missing success indication for an add-block operation. To address this, prioritize using semantic HTML to structure the interaction. Specifically, consider a `<button>` element with appropriate ARIA attributes if a native button doesn’t provide sufficient information.  If a visually distinct element triggers the add-block operation, use `role=""status""` and `aria-live=""polite""` to announce the status change to screen readers.  The `aria-expanded` attribute could be used to indicate the state of the action (e.g., “Adding block…” or “Block added”). Ensure the screen reader receives focus to the relevant element when the operation begins and updates the status as it progresses.  Avoid using purely visual cues (e.g., color changes) without corresponding auditory or text-based feedback for screen reader users.  Refer to WAI-ARIA 1.2 for best practices on using these attributes.  Ensure sufficient contrast between the feedback and the surrounding content."
3037730,Convey outcome of remove-block operation via assistive tech,Convey outcome of remove-block operation via assistive tech,https://www.drupal.org/project/drupal/issues/3037730,drupal,Active,Normal,layout_builder.module,11.x-dev,6 years 9 months,1.3.1,1.3.1,Users relying on screen readers may not receive audible confirmation or indication when a block element is successfully removed. This lack of feedback hinders their ability to verify the operation’s completion and potentially leads to confusion or the assumption that the removal failed.,"The issue describes a need for feedback to assistive technology users regarding the outcome of a ""remove-block"" operation.  The primary solution should leverage semantic HTML. If a removal operation triggers a visual change (e.g., a block disappearing), the change itself provides a fundamental indication."
3037733,Convey outcome of remove-section operation via assistive tech,Convey outcome of remove-section operation via assistive tech,https://www.drupal.org/project/drupal/issues/3037733,drupal,Active,Normal,layout_builder.module,11.x-dev,6 years 9 months,1.3.1,1.3.1,"Users relying on screen readers may not receive clear feedback regarding the successful or unsuccessful removal of a section. This impacts their ability to understand the state of the page and perform actions based on that information, potentially leading to frustration and difficulty navigating the content.","The issue describes a lack of ARIA-provided status indication for a `remove-section` operation.  The primary solution is to utilize semantic HTML. If a native HTML element doesn’t provide a sufficient visual or programmatic indication of the removal (e.g., the section disappears and is replaced), then implement a `role=""status""` ARIA attribute.  Specifically, use `aria-live=""polite""` to ensure screen readers respond to updates without interrupting the user’s flow.  The `aria-live` attribute should be set to ""polite"" as this is the most appropriate level for status updates.  A concise message, such as “Section removed,” should be associated with the ARIA attribute.  Ensure the HTML structure reflects the removal logically – perhaps a confirmation message appears after the section’s removal. Consider a visual cue as well, provided it is accessible.  Avoid overly verbose ARIA labels."
3037725,Convey successful outcome of add-section operation via assitive tech,Convey successful outcome of add-section operation via assitive tech,https://www.drupal.org/project/drupal/issues/3037725,drupal,Active,Normal,layout_builder.module,11.x-dev,6 years 9 months,1.3.1,1.3.1,"Users who rely on screen readers may not be reliably notified when an “add-section” operation is successfully completed. This lack of confirmation prevents users from knowing the operation was successful, potentially leading to frustration and difficulty in completing tasks.","The issue describes a missing confirmation of a successful operation. To address this, implement a standard, accessible notification mechanism. First, ensure the “add-section” operation inherently provides a clear visual indication of success – for example, a confirmation message displayed near the newly added section.  If a visual indication alone isn’t sufficient (e.g., in a purely keyboard-driven interface), implement ARIA live region updates to announce the successful completion to screen readers. Specifically, use `aria-live=""polite""` on a relevant element (likely a notification area) to broadcast the success state.  The notification should state ""Section added successfully."" Avoid flashing or overly distracting notifications.  Prioritize the visual confirmation first, then use ARIA to supplement."
